index,reason,DATETIME,ENTITY_DESCRIPTION_SHORT
15521,negative value in TIME_TO_PARADE_2=-260.0,2018-10-03 16:30:00,Flying Coaster
15523,negative value in TIME_TO_PARADE_2=-5.0,2018-10-02 12:15:00,Pirate Ship
15543,negative value in TIME_TO_PARADE_2=-285.0,2019-09-30 17:15:00,Water Ride
15550,negative value in TIME_TO_PARADE_2=-350.0,2018-10-12 18:00:00,Pirate Ship
15565,negative value in TIME_TO_PARADE_2=-365.0,2018-10-29 18:15:00,Flying Coaster
15578,negative value in TIME_TO_PARADE_2=-210.0,2019-12-16 15:30:00,Water Ride
15587,negative value in TIME_TO_PARADE_2=-95.0,2018-11-01 13:45:00,Flying Coaster
15590,negative value in TIME_TO_PARADE_2=-210.0,2019-10-31 16:00:00,Water Ride
15623,negative value in TIME_TO_PARADE_2=-300.0,2019-12-20 17:00:00,Pirate Ship
15625,negative value in TIME_TO_PARADE_2=-55.0,2018-12-10 12:45:00,Flying Coaster
15632,negative value in TIME_TO_PARADE_2=-225.0,2019-12-05 15:45:00,Flying Coaster
15641,negative value in TIME_TO_PARADE_2=-45.0,2019-11-24 12:45:00,Water Ride
15653,negative value in TIME_TO_PARADE_2=-160.0,2019-01-03 14:30:00,Water Ride
15656,negative value in TIME_TO_PARADE_2=-350.0,2018-10-10 18:00:00,Pirate Ship
15671,negative value in TIME_TO_PARADE_2=-195.0,2019-11-02 15:45:00,Water Ride
15700,negative value in TIME_TO_PARADE_2=-435.0,2019-12-25 19:15:00,Pirate Ship
15718,negative value in TIME_TO_PARADE_2=-400.0,2019-01-04 18:30:00,Flying Coaster
15739,negative value in TIME_TO_PARADE_2=-240.0,2019-10-20 16:30:00,Water Ride
15750,negative value in TIME_TO_PARADE_2=-225.0,2019-11-19 15:45:00,Water Ride
15760,negative value in TIME_TO_PARADE_2=-505.0,2019-01-05 20:15:00,Flying Coaster
15770,negative value in TIME_TO_PARADE_2=-175.0,2018-12-26 14:45:00,Flying Coaster
15774,negative value in TIME_TO_PARADE_2=-15.0,2019-11-20 12:15:00,Water Ride
15775,negative value in TIME_TO_PARADE_2=-155.0,2018-10-20 14:45:00,Flying Coaster
15778,negative value in TIME_TO_PARADE_2=-180.0,2019-10-26 15:30:00,Flying Coaster
15786,negative value in TIME_TO_PARADE_2=-105.0,2019-12-12 13:45:00,Flying Coaster
15789,negative value in TIME_TO_PARADE_2=-20.0,2018-10-15 12:30:00,Flying Coaster
15804,negative value in TIME_TO_PARADE_2=-80.0,2018-10-25 13:30:00,Water Ride
15806,negative value in TIME_TO_PARADE_2=-115.0,2018-11-23 13:45:00,Flying Coaster
15812,negative value in TIME_TO_PARADE_2=-215.0,2018-10-18 15:45:00,Pirate Ship
15820,negative value in TIME_TO_PARADE_2=-150.0,2020-01-01 14:30:00,Flying Coaster
15834,negative value in TIME_TO_PARADE_2=-300.0,2019-11-09 17:00:00,Flying Coaster
15835,negative value in TIME_TO_PARADE_2=-385.0,2018-12-07 18:15:00,Flying Coaster
15840,negative value in TIME_TO_PARADE_2=-170.0,2018-10-17 15:00:00,Pirate Ship
15842,negative value in TIME_TO_PARADE_2=-385.0,2018-11-18 18:15:00,Flying Coaster
15845,negative value in TIME_TO_PARADE_2=-385.0,2019-01-01 18:15:00,Water Ride
15854,negative value in TIME_TO_PARADE_2=-215.0,2018-10-05 15:45:00,Pirate Ship
15878,negative value in TIME_TO_PARADE_2=-70.0,2018-11-26 13:00:00,Flying Coaster
15880,negative value in TIME_TO_PARADE_2=-270.0,2019-11-03 17:00:00,Water Ride
15894,negative value in TIME_TO_PARADE_2=-255.0,2019-11-11 16:15:00,Flying Coaster
15897,negative value in TIME_TO_PARADE_2=-140.0,2018-10-13 14:30:00,Pirate Ship
15914,negative value in TIME_TO_PARADE_2=-195.0,2019-10-12 15:45:00,Water Ride
15929,negative value in TIME_TO_PARADE_2=-110.0,2018-10-01 14:00:00,Water Ride
15930,negative value in TIME_TO_PARADE_2=-105.0,2019-10-27 14:15:00,Water Ride
15934,negative value in TIME_TO_PARADE_2=-15.0,2019-10-26 12:45:00,Flying Coaster
15943,negative value in TIME_TO_PARADE_2=-380.0,2018-10-14 18:30:00,Pirate Ship
15944,negative value in TIME_TO_PARADE_2=-225.0,2019-12-09 15:45:00,Flying Coaster
15951,negative value in TIME_TO_PARADE_2=-195.0,2019-12-01 15:15:00,Water Ride
15959,negative value in TIME_TO_PARADE_2=-120.0,2019-10-05 14:30:00,Flying Coaster
15992,negative value in TIME_TO_PARADE_2=-260.0,2018-10-01 16:30:00,Water Ride
15995,negative value in TIME_TO_PARADE_2=-335.0,2018-10-05 17:45:00,Flying Coaster
16001,negative value in TIME_TO_PARADE_2=-165.0,2019-10-07 15:15:00,Water Ride
16003,negative value in TIME_TO_PARADE_2=-240.0,2019-11-09 16:00:00,Water Ride
16013,negative value in TIME_TO_PARADE_2=-225.0,2019-10-14 16:15:00,Water Ride
16022,negative value in TIME_TO_PARADE_2=-145.0,2018-12-10 14:15:00,Flying Coaster
16024,negative value in TIME_TO_PARADE_2=-60.0,2019-10-26 13:30:00,Flying Coaster
16034,negative value in TIME_TO_PARADE_2=-55.0,2018-12-13 12:45:00,Flying Coaster
16035,negative value in TIME_TO_PARADE_2=-70.0,2018-11-30 13:00:00,Flying Coaster
16043,negative value in TIME_TO_PARADE_2=-360.0,2019-12-08 18:00:00,Flying Coaster
16045,negative value in TIME_TO_PARADE_2=-165.0,2018-11-17 19:15:00,Flying Coaster
16065,negative value in TIME_TO_PARADE_2=-300.0,2019-11-18 17:00:00,Flying Coaster
16071,negative value in TIME_TO_PARADE_2=-305.0,2018-10-01 17:15:00,Flying Coaster
16075,negative value in TIME_TO_PARADE_2=-155.0,2018-10-03 14:45:00,Water Ride
16082,negative value in TIME_TO_PARADE_2=-270.0,2020-01-01 16:30:00,Pirate Ship
16110,negative value in TIME_TO_PARADE_2=-90.0,2019-10-22 14:00:00,Water Ride
16111,negative value in TIME_TO_PARADE_2=-60.0,2019-11-26 13:00:00,Water Ride
16117,negative value in TIME_TO_PARADE_2=-225.0,2019-09-28 16:15:00,Water Ride
16128,negative value in TIME_TO_PARADE_2=-195.0,2019-12-26 15:15:00,Water Ride
16137,negative value in TIME_TO_PARADE_2=-220.0,2019-01-06 15:30:00,Flying Coaster
16153,negative value in TIME_TO_PARADE_2=-310.0,2018-12-10 17:00:00,Flying Coaster
16161,negative value in TIME_TO_PARADE_2=-475.0,2018-12-30 19:45:00,Flying Coaster
16166,negative value in TIME_TO_PARADE_2=-470.0,2018-11-01 20:00:00,Flying Coaster
16168,negative value in TIME_TO_PARADE_2=-175.0,2018-11-19 14:45:00,Water Ride
16181,negative value in TIME_TO_PARADE_2=-260.0,2018-11-03 16:30:00,Flying Coaster
16182,negative value in TIME_TO_PARADE_2=-370.0,2018-12-29 18:00:00,Water Ride
16192,negative value in TIME_TO_PARADE_2=-210.0,2019-12-26 15:30:00,Pirate Ship
16200,negative value in TIME_TO_PARADE_2=-290.0,2018-10-14 17:00:00,Water Ride
16207,negative value in TIME_TO_PARADE_2=-270.0,2019-12-14 16:30:00,Flying Coaster
16208,negative value in TIME_TO_PARADE_2=-290.0,2018-10-17 17:00:00,Pirate Ship
16212,negative value in TIME_TO_PARADE_2=-285.0,2019-10-22 17:15:00,Flying Coaster
16224,negative value in TIME_TO_PARADE_2=-115.0,2018-12-26 13:45:00,Flying Coaster
16231,negative value in TIME_TO_PARADE_2=-45.0,2019-12-20 12:45:00,Flying Coaster
16233,negative value in TIME_TO_PARADE_2=-90.0,2019-10-20 14:00:00,Water Ride
16240,negative value in TIME_TO_PARADE_2=-75.0,2019-11-26 13:15:00,Flying Coaster
16264,negative value in TIME_TO_PARADE_2=-340.0,2018-12-08 17:30:00,Water Ride
16276,negative value in TIME_TO_PARADE_2=-315.0,2019-12-26 17:15:00,Water Ride
16277,negative value in TIME_TO_PARADE_2=-270.0,2019-10-29 17:00:00,Water Ride
16278,negative value in TIME_TO_PARADE_2=-60.0,2019-10-16 13:30:00,Flying Coaster
16292,negative value in TIME_TO_PARADE_2=-150.0,2019-12-01 14:30:00,Water Ride
16310,negative value in TIME_TO_PARADE_2=-25.0,2018-12-06 12:15:00,Water Ride
16322,negative value in TIME_TO_PARADE_2=-220.0,2018-11-15 15:30:00,Flying Coaster
16324,negative value in TIME_TO_PARADE_2=-190.0,2018-12-08 15:00:00,Water Ride
16330,negative value in TIME_TO_PARADE_2=-270.0,2019-11-09 16:30:00,Water Ride
16340,negative value in TIME_TO_PARADE_2=-370.0,2018-12-23 18:00:00,Flying Coaster
16345,negative value in TIME_TO_PARADE_2=-285.0,2019-11-26 16:45:00,Flying Coaster
16366,negative value in TIME_TO_PARADE_2=-315.0,2019-10-20 17:45:00,Water Ride
16369,negative value in TIME_TO_PARADE_2=-210.0,2019-10-04 15:45:00,Flying Coaster
16370,negative value in TIME_TO_PARADE_2=-50.0,2018-10-31 13:15:00,Pirate Ship
16372,negative value in TIME_TO_PARADE_2=-190.0,2018-11-21 15:00:00,Water Ride
16375,negative value in TIME_TO_PARADE_2=-345.0,2019-11-24 17:45:00,Water Ride
16390,negative value in TIME_TO_PARADE_2=-240.0,2019-10-02 16:30:00,Flying Coaster
16398,negative value in TIME_TO_PARADE_2=-45.0,2020-01-04 12:45:00,Pirate Ship
16402,negative value in TIME_TO_PARADE_2=-145.0,2018-12-07 14:15:00,Flying Coaster
16412,negative value in TIME_TO_PARADE_2=-70.0,2018-12-05 13:00:00,Flying Coaster
16417,negative value in TIME_TO_PARADE_2=-175.0,2018-12-28 14:45:00,Flying Coaster
16432,negative value in TIME_TO_PARADE_2=-460.0,2019-01-04 19:30:00,Flying Coaster
16435,negative value in TIME_TO_PARADE_2=-325.0,2018-12-28 17:15:00,Water Ride
16445,negative value in TIME_TO_PARADE_2=-125.0,2018-10-29 14:15:00,Flying Coaster
16447,negative value in TIME_TO_PARADE_2=-210.0,2019-12-01 15:30:00,Water Ride
16448,negative value in TIME_TO_PARADE_2=-300.0,2019-10-10 17:30:00,Flying Coaster
16456,negative value in TIME_TO_PARADE_2=-165.0,2019-11-02 15:15:00,Flying Coaster
16458,negative value in TIME_TO_PARADE_2=-405.0,2019-10-24 19:15:00,Flying Coaster
16461,negative value in TIME_TO_PARADE_2=-300.0,2019-10-31 17:30:00,Water Ride
16463,negative value in TIME_TO_PARADE_2=-285.0,2019-10-23 17:15:00,Water Ride
16479,negative value in TIME_TO_PARADE_2=-375.0,2019-11-24 18:15:00,Flying Coaster
16485,negative value in TIME_TO_PARADE_2=-340.0,2019-01-01 17:30:00,Water Ride
16506,negative value in TIME_TO_PARADE_2=-75.0,2020-01-03 13:15:00,Water Ride
16512,negative value in TIME_TO_PARADE_2=-430.0,2018-11-18 19:00:00,Flying Coaster
16513,negative value in TIME_TO_PARADE_2=-385.0,2018-11-25 18:15:00,Flying Coaster
16526,negative value in TIME_TO_PARADE_2=-240.0,2018-12-31 15:15:00,Flying Coaster
16532,negative value in TIME_TO_PARADE_2=-160.0,2018-12-03 14:30:00,Water Ride
16539,negative value in TIME_TO_PARADE_2=-105.0,2019-12-23 13:45:00,Pirate Ship
16552,negative value in TIME_TO_PARADE_2=-230.0,2018-10-17 16:00:00,Water Ride
16567,negative value in TIME_TO_PARADE_2=-145.0,2019-01-02 14:15:00,Water Ride
16586,negative value in TIME_TO_PARADE_2=-320.0,2018-10-05 17:30:00,Pirate Ship
16588,negative value in TIME_TO_PARADE_2=-480.0,2019-11-23 20:00:00,Flying Coaster
16614,negative value in TIME_TO_PARADE_2=-75.0,2019-12-09 13:15:00,Flying Coaster
16621,negative value in TIME_TO_PARADE_2=-315.0,2019-10-05 17:45:00,Flying Coaster
16626,negative value in TIME_TO_PARADE_2=-435.0,2019-12-23 19:15:00,Flying Coaster
16629,negative value in TIME_TO_PARADE_2=-180.0,2019-10-27 15:30:00,Flying Coaster
16634,negative value in TIME_TO_PARADE_2=-110.0,2018-10-03 14:00:00,Flying Coaster
16640,negative value in TIME_TO_PARADE_2=-20.0,2018-11-02 12:30:00,Water Ride
16642,negative value in TIME_TO_PARADE_2=-225.0,2019-12-04 15:45:00,Flying Coaster
16647,negative value in TIME_TO_PARADE_2=-370.0,2019-01-01 18:00:00,Flying Coaster
16654,negative value in TIME_TO_PARADE_2=-45.0,2019-10-22 13:15:00,Water Ride
16662,negative value in TIME_TO_PARADE_2=-480.0,2019-12-07 20:00:00,Flying Coaster
16668,negative value in TIME_TO_PARADE_2=-340.0,2019-01-05 17:30:00,Flying Coaster
16669,negative value in TIME_TO_PARADE_2=-125.0,2018-10-05 14:15:00,Water Ride
16694,negative value in TIME_TO_PARADE_2=-300.0,2019-11-19 17:00:00,Flying Coaster
16705,negative value in TIME_TO_PARADE_2=-150.0,2020-01-01 14:30:00,Pirate Ship
16721,negative value in TIME_TO_PARADE_2=-450.0,2019-12-18 18:30:00,Water Ride
16724,negative value in TIME_TO_PARADE_2=-460.0,2018-11-30 19:30:00,Flying Coaster
16734,negative value in TIME_TO_PARADE_2=-250.0,2018-12-29 16:00:00,Flying Coaster
16757,negative value in TIME_TO_PARADE_2=-110.0,2018-11-03 14:00:00,Flying Coaster
16768,negative value in TIME_TO_PARADE_2=-445.0,2019-01-05 19:15:00,Flying Coaster
16780,negative value in TIME_TO_PARADE_2=-75.0,2019-12-07 13:15:00,Flying Coaster
16781,negative value in TIME_TO_PARADE_2=-400.0,2018-12-23 18:30:00,Water Ride
16785,negative value in TIME_TO_PARADE_2=-130.0,2018-12-26 14:00:00,Water Ride
16798,negative value in TIME_TO_PARADE_2=-175.0,2018-12-14 14:45:00,Flying Coaster
16805,negative value in TIME_TO_PARADE_2=-340.0,2018-12-12 17:30:00,Flying Coaster
16810,negative value in TIME_TO_PARADE_2=-40.0,2018-12-21 12:30:00,Flying Coaster
16816,negative value in TIME_TO_PARADE_2=-245.0,2018-10-17 16:15:00,Flying Coaster
16825,negative value in TIME_TO_PARADE_2=-330.0,2019-09-30 18:00:00,Flying Coaster
16831,negative value in TIME_TO_PARADE_2=-195.0,2018-12-31 14:30:00,Flying Coaster
16841,negative value in TIME_TO_PARADE_2=-375.0,2019-10-23 18:45:00,Water Ride
16847,negative value in TIME_TO_PARADE_2=-100.0,2018-12-15 13:30:00,Flying Coaster
16852,negative value in TIME_TO_PARADE_2=-5.0,2018-10-31 12:30:00,Water Ride
16864,negative value in TIME_TO_PARADE_2=-45.0,2019-10-12 13:15:00,Flying Coaster
16893,negative value in TIME_TO_PARADE_2=-90.0,2019-12-17 13:30:00,Pirate Ship
16901,negative value in TIME_TO_PARADE_2=-55.0,2018-12-06 12:45:00,Flying Coaster
16904,negative value in TIME_TO_PARADE_2=-160.0,2018-12-26 14:30:00,Flying Coaster
16908,negative value in TIME_TO_PARADE_2=-160.0,2018-12-05 14:30:00,Flying Coaster
16909,negative value in TIME_TO_PARADE_2=-80.0,2018-10-03 13:30:00,Water Ride
16912,negative value in TIME_TO_PARADE_2=-415.0,2019-01-01 18:45:00,Water Ride
16913,negative value in TIME_TO_PARADE_2=-90.0,2019-11-09 13:30:00,Water Ride
16924,negative value in TIME_TO_PARADE_2=-415.0,2019-01-05 18:45:00,Flying Coaster
16928,negative value in TIME_TO_PARADE_2=-170.0,2018-10-15 15:00:00,Flying Coaster
16930,negative value in TIME_TO_PARADE_2=-180.0,2019-12-16 15:00:00,Pirate Ship
16934,negative value in TIME_TO_PARADE_2=-225.0,2020-01-01 15:45:00,Pirate Ship
16952,negative value in TIME_TO_PARADE_2=-35.0,2018-10-13 12:45:00,Water Ride
16956,negative value in TIME_TO_PARADE_2=-430.0,2018-12-23 19:00:00,Flying Coaster
16958,negative value in TIME_TO_PARADE_2=-220.0,2018-12-26 15:30:00,Flying Coaster
16959,negative value in TIME_TO_PARADE_2=-90.0,2019-11-24 13:30:00,Flying Coaster
16966,negative value in TIME_TO_PARADE_2=-315.0,2020-01-01 17:15:00,Flying Coaster
16972,negative value in TIME_TO_PARADE_2=-460.0,2018-12-27 19:30:00,Flying Coaster
16976,negative value in TIME_TO_PARADE_2=-475.0,2018-12-23 19:45:00,Flying Coaster
16978,negative value in TIME_TO_PARADE_2=-405.0,2019-10-22 19:15:00,Flying Coaster
16980,negative value in TIME_TO_PARADE_2=-170.0,2018-10-09 15:00:00,Flying Coaster
16981,negative value in TIME_TO_PARADE_2=-210.0,2019-10-12 16:00:00,Flying Coaster
16988,negative value in TIME_TO_PARADE_2=-235.0,2019-01-03 15:45:00,Flying Coaster
16992,negative value in TIME_TO_PARADE_2=-40.0,2018-11-16 12:30:00,Water Ride
16996,negative value in TIME_TO_PARADE_2=-60.0,2019-12-03 13:00:00,Flying Coaster
17009,negative value in TIME_TO_PARADE_2=-60.0,2020-01-03 13:00:00,Pirate Ship
17010,negative value in TIME_TO_PARADE_2=-15.0,2019-12-15 12:15:00,Flying Coaster
17015,negative value in TIME_TO_PARADE_2=-125.0,2018-10-19 14:15:00,Pirate Ship
17021,negative value in TIME_TO_PARADE_2=-110.0,2018-10-29 14:00:00,Pirate Ship
17022,negative value in TIME_TO_PARADE_2=-310.0,2018-11-18 17:00:00,Flying Coaster
17024,negative value in TIME_TO_PARADE_2=-165.0,2019-10-14 15:15:00,Flying Coaster
17035,negative value in TIME_TO_PARADE_2=-345.0,2019-12-08 17:45:00,Flying Coaster
17039,negative value in TIME_TO_PARADE_2=-40.0,2018-12-30 12:30:00,Water Ride
17065,negative value in TIME_TO_PARADE_2=-325.0,2019-01-01 17:15:00,Water Ride
17068,negative value in TIME_TO_PARADE_2=-150.0,2019-10-07 15:00:00,Water Ride
17070,negative value in TIME_TO_PARADE_2=-90.0,2019-10-22 14:00:00,Flying Coaster
17072,negative value in TIME_TO_PARADE_2=-75.0,2019-11-27 13:15:00,Flying Coaster
17092,negative value in TIME_TO_PARADE_2=-80.0,2018-11-01 13:30:00,Flying Coaster
17095,negative value in TIME_TO_PARADE_2=-265.0,2018-12-15 16:15:00,Flying Coaster
17097,negative value in TIME_TO_PARADE_2=-370.0,2018-12-29 18:00:00,Flying Coaster
17107,negative value in TIME_TO_PARADE_2=-280.0,2018-12-12 16:30:00,Flying Coaster
17114,negative value in TIME_TO_PARADE_2=-565.0,2018-12-20 20:15:00,Flying Coaster
17117,negative value in TIME_TO_PARADE_2=-40.0,2018-12-08 12:30:00,Water Ride
17129,negative value in TIME_TO_PARADE_2=-160.0,2018-11-15 14:30:00,Water Ride
17133,negative value in TIME_TO_PARADE_2=-195.0,2019-10-07 15:45:00,Flying Coaster
17148,negative value in TIME_TO_PARADE_2=-115.0,2018-12-08 13:45:00,Flying Coaster
17154,negative value in TIME_TO_PARADE_2=-435.0,2019-10-31 19:45:00,Flying Coaster
17158,negative value in TIME_TO_PARADE_2=-25.0,2018-11-20 12:15:00,Water Ride
17164,negative value in TIME_TO_PARADE_2=-100.0,2018-11-26 13:30:00,Flying Coaster
17177,negative value in TIME_TO_PARADE_2=-15.0,2019-10-25 12:45:00,Water Ride
17180,negative value in TIME_TO_PARADE_2=-315.0,2019-10-10 17:45:00,Flying Coaster
17185,negative value in TIME_TO_PARADE_2=-390.0,2019-12-07 18:30:00,Flying Coaster
17189,negative value in TIME_TO_PARADE_2=-125.0,2018-10-31 14:30:00,Pirate Ship
17197,negative value in TIME_TO_PARADE_2=-535.0,2018-11-30 20:45:00,Flying Coaster
17201,negative value in TIME_TO_PARADE_2=-340.0,2018-11-30 17:30:00,Water Ride
17209,negative value in TIME_TO_PARADE_2=-255.0,2019-10-28 16:45:00,Flying Coaster
17222,negative value in TIME_TO_PARADE_2=-225.0,2019-10-23 16:15:00,Flying Coaster
17237,negative value in TIME_TO_PARADE_2=-275.0,2018-10-18 16:45:00,Water Ride
17245,negative value in TIME_TO_PARADE_2=-15.0,2019-10-31 12:45:00,Flying Coaster
17255,negative value in TIME_TO_PARADE_2=-330.0,2019-10-20 18:00:00,Flying Coaster
17262,negative value in TIME_TO_PARADE_2=-290.0,2018-10-14 17:00:00,Flying Coaster
17266,negative value in TIME_TO_PARADE_2=-125.0,2018-11-03 14:15:00,Water Ride
17267,negative value in TIME_TO_PARADE_2=-210.0,2019-11-18 15:30:00,Water Ride
17275,negative value in TIME_TO_PARADE_2=-65.0,2018-10-29 13:15:00,Water Ride
17277,negative value in TIME_TO_PARADE_2=-275.0,2018-11-03 16:45:00,Pirate Ship
17280,negative value in TIME_TO_PARADE_2=-495.0,2019-11-22 20:15:00,Flying Coaster
17323,negative value in TIME_TO_PARADE_2=-220.0,2018-12-09 15:30:00,Water Ride
17324,negative value in TIME_TO_PARADE_2=-380.0,2018-10-27 18:30:00,Water Ride
17338,negative value in TIME_TO_PARADE_2=-305.0,2018-10-14 17:15:00,Pirate Ship
17341,negative value in TIME_TO_PARADE_2=-190.0,2018-11-24 15:00:00,Flying Coaster
17355,negative value in TIME_TO_PARADE_2=-65.0,2018-10-03 13:15:00,Water Ride
17358,negative value in TIME_TO_PARADE_2=-90.0,2020-01-01 13:30:00,Pirate Ship
17359,negative value in TIME_TO_PARADE_2=-155.0,2018-10-25 14:45:00,Water Ride
17380,negative value in TIME_TO_PARADE_2=-190.0,2018-11-24 15:00:00,Water Ride
17382,negative value in TIME_TO_PARADE_2=-155.0,2018-10-17 14:45:00,Flying Coaster
17390,negative value in TIME_TO_PARADE_2=-105.0,2019-11-09 13:45:00,Flying Coaster
17394,negative value in TIME_TO_PARADE_2=-30.0,2019-11-29 12:30:00,Flying Coaster
17396,negative value in TIME_TO_PARADE_2=-400.0,2018-11-25 18:30:00,Flying Coaster
17399,negative value in TIME_TO_PARADE_2=-150.0,2018-12-31 13:45:00,Water Ride
17406,negative value in TIME_TO_PARADE_2=-300.0,2019-10-20 17:30:00,Flying Coaster
17414,negative value in TIME_TO_PARADE_2=-325.0,2019-01-05 17:15:00,Flying Coaster
17433,negative value in TIME_TO_PARADE_2=-230.0,2018-10-03 16:00:00,Pirate Ship
17438,negative value in TIME_TO_PARADE_2=-145.0,2018-12-26 14:15:00,Water Ride
17457,negative value in TIME_TO_PARADE_2=-205.0,2018-12-26 15:15:00,Flying Coaster
17467,negative value in TIME_TO_PARADE_2=-255.0,2019-11-02 16:45:00,Water Ride
17470,negative value in TIME_TO_PARADE_2=-285.0,2018-12-31 16:00:00,Water Ride
17485,negative value in TIME_TO_PARADE_2=-390.0,2019-12-22 18:30:00,Flying Coaster
17504,negative value in TIME_TO_PARADE_2=-150.0,2019-10-26 15:00:00,Water Ride
17511,negative value in TIME_TO_PARADE_2=-265.0,2018-12-04 16:15:00,Flying Coaster
17515,negative value in TIME_TO_PARADE_2=-305.0,2018-10-09 17:15:00,Pirate Ship
17518,negative value in TIME_TO_PARADE_2=-290.0,2018-10-03 17:00:00,Pirate Ship
17520,negative value in TIME_TO_PARADE_2=-420.0,2019-12-22 19:00:00,Pirate Ship
17529,negative value in TIME_TO_PARADE_2=-160.0,2018-11-14 14:30:00,Flying Coaster
17560,negative value in TIME_TO_PARADE_2=-150.0,2019-12-21 14:30:00,Pirate Ship
17562,negative value in TIME_TO_PARADE_2=-360.0,2019-10-27 18:30:00,Water Ride
17573,negative value in TIME_TO_PARADE_2=-25.0,2018-11-11 12:15:00,Water Ride
17591,negative value in TIME_TO_PARADE_2=-335.0,2018-10-03 17:45:00,Flying Coaster
17623,negative value in TIME_TO_PARADE_2=-50.0,2018-10-15 13:00:00,Flying Coaster
17625,negative value in TIME_TO_PARADE_2=-280.0,2018-11-12 16:30:00,Flying Coaster
17640,negative value in TIME_TO_PARADE_2=-340.0,2018-12-28 17:30:00,Water Ride
17648,negative value in TIME_TO_PARADE_2=-430.0,2018-12-27 19:00:00,Water Ride
17662,negative value in TIME_TO_PARADE_2=-55.0,2018-11-11 12:45:00,Flying Coaster
17668,negative value in TIME_TO_PARADE_2=-105.0,2020-01-03 13:45:00,Water Ride
17669,negative value in TIME_TO_PARADE_2=-10.0,2018-12-29 12:00:00,Flying Coaster
17673,negative value in TIME_TO_PARADE_2=-495.0,2019-10-26 20:45:00,Flying Coaster
17687,negative value in TIME_TO_PARADE_2=-20.0,2018-10-20 12:30:00,Water Ride
17709,negative value in TIME_TO_PARADE_2=-330.0,2019-12-26 17:30:00,Water Ride
17711,negative value in TIME_TO_PARADE_2=-20.0,2018-10-17 12:30:00,Flying Coaster
17713,negative value in TIME_TO_PARADE_2=-255.0,2019-10-01 16:45:00,Water Ride
17716,negative value in TIME_TO_PARADE_2=-35.0,2018-10-25 12:45:00,Water Ride
17733,negative value in TIME_TO_PARADE_2=-160.0,2018-11-14 14:30:00,Water Ride
17734,negative value in TIME_TO_PARADE_2=-125.0,2018-10-17 14:15:00,Flying Coaster
17744,negative value in TIME_TO_PARADE_2=-300.0,2019-10-12 17:30:00,Flying Coaster
17759,negative value in TIME_TO_PARADE_2=-355.0,2018-12-08 17:45:00,Flying Coaster
17771,negative value in TIME_TO_PARADE_2=-225.0,2019-11-02 16:15:00,Flying Coaster
17778,negative value in TIME_TO_PARADE_2=-240.0,2019-11-17 16:00:00,Water Ride
17801,negative value in TIME_TO_PARADE_2=-210.0,2019-12-07 15:30:00,Flying Coaster
17805,negative value in TIME_TO_PARADE_2=-370.0,2018-12-25 18:00:00,Flying Coaster
17813,negative value in TIME_TO_PARADE_2=-315.0,2019-12-08 17:15:00,Flying Coaster
17818,negative value in TIME_TO_PARADE_2=-255.0,2019-10-09 16:45:00,Water Ride
17820,negative value in TIME_TO_PARADE_2=-420.0,2019-12-22 19:00:00,Flying Coaster
17823,negative value in TIME_TO_PARADE_2=-260.0,2018-10-05 16:30:00,Flying Coaster
17830,negative value in TIME_TO_PARADE_2=-280.0,2018-12-08 16:30:00,Flying Coaster
17832,negative value in TIME_TO_PARADE_2=-260.0,2018-10-20 16:30:00,Pirate Ship
17857,negative value in TIME_TO_PARADE_2=-455.0,2018-10-24 19:45:00,Pirate Ship
17867,negative value in TIME_TO_PARADE_2=-90.0,2019-12-05 13:30:00,Flying Coaster
17877,negative value in TIME_TO_PARADE_2=-205.0,2018-12-02 15:15:00,Flying Coaster
17880,negative value in TIME_TO_PARADE_2=-475.0,2018-12-24 19:45:00,Flying Coaster
17895,negative value in TIME_TO_PARADE_2=-55.0,2018-11-30 12:45:00,Flying Coaster
17900,negative value in TIME_TO_PARADE_2=-345.0,2019-12-22 17:45:00,Pirate Ship
17915,negative value in TIME_TO_PARADE_2=-330.0,2019-10-27 18:00:00,Water Ride
17916,negative value in TIME_TO_PARADE_2=-250.0,2018-12-21 16:00:00,Flying Coaster
17921,negative value in TIME_TO_PARADE_2=-390.0,2019-12-22 18:30:00,Pirate Ship
17931,negative value in TIME_TO_PARADE_2=-280.0,2018-12-21 16:30:00,Flying Coaster
17941,negative value in TIME_TO_PARADE_2=-225.0,2019-11-15 15:45:00,Water Ride
17945,negative value in TIME_TO_PARADE_2=-5.0,2018-10-03 12:15:00,Water Ride
17951,negative value in TIME_TO_PARADE_2=-85.0,2018-11-30 13:15:00,Flying Coaster
17952,negative value in TIME_TO_PARADE_2=-360.0,2019-12-18 17:00:00,Water Ride
17961,negative value in TIME_TO_PARADE_2=-445.0,2018-12-06 19:15:00,Flying Coaster
17963,negative value in TIME_TO_PARADE_2=-420.0,2019-10-30 19:30:00,Flying Coaster
17966,negative value in TIME_TO_PARADE_2=-250.0,2018-11-18 16:00:00,Water Ride
17973,negative value in TIME_TO_PARADE_2=-220.0,2018-11-21 15:30:00,Flying Coaster
17980,negative value in TIME_TO_PARADE_2=-390.0,2020-01-03 18:30:00,Water Ride
17984,negative value in TIME_TO_PARADE_2=-535.0,2018-12-07 20:45:00,Flying Coaster
17986,negative value in TIME_TO_PARADE_2=-100.0,2018-11-28 13:30:00,Flying Coaster
